price,quantity,type,timestamp
49496000.0,1.00846002,0,2023-11-14 00:21:47
49485000.0,0.37963607,0,2023-11-14 00:21:47
49482000.0,0.000105,0,2023-11-14 00:21:47
49481000.0,0.102,0,2023-11-14 00:21:47
49480000.0,0.21008167,0,2023-11-14 00:21:47
49475000.0,0.01009601,0,2023-11-14 00:21:47
49474000.0,0.1151595,0,2023-11-14 00:21:47
49473000.0,0.00010108,0,2023-11-14 00:21:47
49472000.0,1.49254829,0,2023-11-14 00:21:47
49470000.0,0.04181829,0,2023-11-14 00:21:47
49515000.0,0.03442727,1,2023-11-14 00:21:47
49516000.0,0.02202875,1,2023-11-14 00:21:47
49520000.0,0.01654917,1,2023-11-14 00:21:47
49521000.0,0.00060386,1,2023-11-14 00:21:47
49523000.0,0.0637,1,2023-11-14 00:21:47
49526000.0,0.00011537,1,2023-11-14 00:21:47
49529000.0,0.00109592,1,2023-11-14 00:21:47
49530000.0,0.93868735,1,2023-11-14 00:21:47
49532000.0,0.00085404,1,2023-11-14 00:21:47
49535000.0,0.0306368,1,2023-11-14 00:21:47
49537000.0,0.0006226,1,2023-11-14 00:21:47
49543000.0,0.65056034,1,2023-11-14 00:21:47
49549000.0,0.0257,1,2023-11-14 00:21:47
49550000.0,0.28495587,1,2023-11-14 00:21:47
49552000.0,0.00090841,1,2023-11-14 00:21:47
49510000.0,0.13659171,0,2023-11-14 00:21:50
49509000.0,0.01084843,0,2023-11-14 00:21:50
49500000.0,0.22463994,0,2023-11-14 00:21:50
49499000.0,0.20282848,0,2023-11-14 00:21:50
49498000.0,0.00202028,0,2023-11-14 00:21:50
49496000.0,1.00846002,0,2023-11-14 00:21:50
49485000.0,0.37963607,0,2023-11-14 00:21:50
49482000.0,0.000105,0,2023-11-14 00:21:50
49481000.0,0.102,0,2023-11-14 00:21:50
49480000.0,0.21008167,0,2023-11-14 00:21:50
49475000.0,0.01009601,0,2023-11-14 00:21:50
49474000.0,0.1151595,0,2023-11-14 00:21:50
49473000.0,0.00010108,0,2023-11-14 00:21:50
49472000.0,1.49254829,0,2023-11-14 00:21:50
49470000.0,0.04181829,0,2023-11-14 00:21:50
49515000.0,0.03442727,1,2023-11-14 00:21:50
49516000.0,0.02202875,1,2023-11-14 00:21:50
49520000.0,0.01614701,1,2023-11-14 00:21:50
49521000.0,0.00060386,1,2023-11-14 00:21:50
49526000.0,0.00011537,1,2023-11-14 00:21:50
49529000.0,0.00109592,1,2023-11-14 00:21:50
49530000.0,0.93868735,1,2023-11-14 00:21:50
49532000.0,0.00085404,1,2023-11-14 00:21:50
49535000.0,0.0306368,1,2023-11-14 00:21:50
49537000.0,0.0006226,1,2023-11-14 00:21:50
49543000.0,0.00056034,1,2023-11-14 00:21:50
49550000.0,0.28495587,1,2023-11-14 00:21:50
49552000.0,0.00090841,1,2023-11-14 00:21:50
49553000.0,0.01153541,1,2023-11-14 00:21:50
49554000.0,0.00258781,1,2023-11-14 00:21:50
49510000.0,0.11083609,0,2023-11-14 00:21:51
49509000.0,0.01084843,0,2023-11-14 00:21:51
49500000.0,0.22463994,0,2023-11-14 00:21:51
49499000.0,0.20282848,0,2023-11-14 00:21:51
49498000.0,0.00202028,0,2023-11-14 00:21:51
49496000.0,1.00846002,0,2023-11-14 00:21:51
49487000.0,0.0253,0,2023-11-14 00:21:51
49485000.0,0.37963607,0,2023-11-14 00:21:51
49482000.0,0.000105,0,2023-11-14 00:21:51
49481000.0,0.102,0,2023-11-14 00:21:51
49480000.0,0.21008167,0,2023-11-14 00:21:51
49475000.0,0.01009601,0,2023-11-14 00:21:51
49474000.0,0.1151595,0,2023-11-14 00:21:51
49473000.0,0.00010108,0,2023-11-14 00:21:51
49472000.0,1.49254829,0,2023-11-14 00:21:51
49515000.0,0.03442727,1,2023-11-14 00:21:51
49516000.0,0.02202875,1,2023-11-14 00:21:51
49520000.0,0.01614701,1,2023-11-14 00:21:51
49521000.0,0.00060386,1,2023-11-14 00:21:51
49526000.0,0.00011537,1,2023-11-14 00:21:51
49529000.0,0.00109592,1,2023-11-14 00:21:51
49530000.0,0.93868735,1,2023-11-14 00:21:51
49532000.0,0.00085404,1,2023-11-14 00:21:51
49535000.0,0.0943368,1,2023-11-14 00:21:51
49537000.0,0.0006226,1,2023-11-14 00:21:51
49543000.0,0.00056034,1,2023-11-14 00:21:51
49550000.0,0.93495587,1,2023-11-14 00:21:51
49552000.0,0.00090841,1,2023-11-14 00:21:51
49553000.0,0.01153541,1,2023-11-14 00:21:51
49554000.0,0.00258781,1,2023-11-14 00:21:51
49587000.0,0.03024609,0,2023-11-14 00:26:50
49586000.0,0.0674,0,2023-11-14 00:26:50
49585000.0,0.02008888,0,2023-11-14 00:26:50
49582000.0,0.22479622,0,2023-11-14 00:26:50
49581000.0,0.02679181,0,2023-11-14 00:26:50
49578000.0,0.00201704,0,2023-11-14 00:26:50
49566000.0,0.04032176,0,2023-11-14 00:26:50
49562000.0,0.383,0,2023-11-14 00:26:50
49561000.0,0.754,0,2023-11-14 00:26:50
49560000.0,0.0639,0,2023-11-14 00:26:50
49552000.0,0.03084542,0,2023-11-14 00:26:50
49548000.0,0.096,0,2023-11-14 00:26:50
49537000.0,0.03576009,0,2023-11-14 00:26:50
49534000.0,0.0002016,0,2023-11-14 00:26:50
49533000.0,0.86574937,0,2023-11-14 00:26:50
49618000.0,0.79810759,1,2023-11-14 00:26:50
49619000.0,0.04039099,1,2023-11-14 00:26:50
49629000.0,0.25453142,1,2023-11-14 00:26:50
49630000.0,0.08607018,1,2023-11-14 00:26:50
49631000.0,1.00041155,1,2023-11-14 00:26:50
49632000.0,0.28824856,1,2023-11-14 00:26:50
49633000.0,0.59408168,1,2023-11-14 00:26:50
49634000.0,0.01,1,2023-11-14 00:26:50
49635000.0,0.05209633,1,2023-11-14 00:26:50
49636000.0,0.0006044,1,2023-11-14 00:26:50
49637000.0,0.000101,1,2023-11-14 00:26:50
49638000.0,0.00444612,1,2023-11-14 00:26:50
49640000.0,0.06157806,1,2023-11-14 00:26:50
49641000.0,0.03830067,1,2023-11-14 00:26:50
49642000.0,0.08230589,1,2023-11-14 00:26:50
49587000.0,0.02824609,0,2023-11-14 00:26:52
49586000.0,0.0674,0,2023-11-14 00:26:52
49585000.0,0.02008888,0,2023-11-14 00:26:52
49582000.0,0.22479622,0,2023-11-14 00:26:52
49581000.0,0.02679181,0,2023-11-14 00:26:52
49578000.0,0.00201704,0,2023-11-14 00:26:52
49567000.0,0.383,0,2023-11-14 00:26:52
49566000.0,0.04032176,0,2023-11-14 00:26:52
49561000.0,0.754,0,2023-11-14 00:26:52
49560000.0,0.0639,0,2023-11-14 00:26:52
49552000.0,0.03084542,0,2023-11-14 00:26:52
49548000.0,0.096,0,2023-11-14 00:26:52
49537000.0,0.03576009,0,2023-11-14 00:26:52
49534000.0,0.0002016,0,2023-11-14 00:26:52
49533000.0,0.86574937,0,2023-11-14 00:26:52
49618000.0,0.79810759,1,2023-11-14 00:26:52
49619000.0,0.04039099,1,2023-11-14 00:26:52
49629000.0,0.31493142,1,2023-11-14 00:26:52
49630000.0,0.08607018,1,2023-11-14 00:26:52
49631000.0,1.00041155,1,2023-11-14 00:26:52
49632000.0,0.28824856,1,2023-11-14 00:26:52
49633000.0,0.59408168,1,2023-11-14 00:26:52
49634000.0,0.01,1,2023-11-14 00:26:52
49635000.0,0.05209633,1,2023-11-14 00:26:52
49636000.0,0.0006044,1,2023-11-14 00:26:52
49637000.0,0.000101,1,2023-11-14 00:26:52
49638000.0,0.00444612,1,2023-11-14 00:26:52
49640000.0,0.06157806,1,2023-11-14 00:26:52
49641000.0,0.03830067,1,2023-11-14 00:26:52
49642000.0,0.08230589,1,2023-11-14 00:26:52
49587000.0,0.02824609,0,2023-11-14 00:26:54
49586000.0,0.0674,0,2023-11-14 00:26:54
49585000.0,0.02008888,0,2023-11-14 00:26:54
49582000.0,0.22479622,0,2023-11-14 00:26:54
49581000.0,0.02679181,0,2023-11-14 00:26:54
49578000.0,0.00201704,0,2023-11-14 00:26:54
49566000.0,0.04032176,0,2023-11-14 00:26:54
49562000.0,0.383,0,2023-11-14 00:26:54
49561000.0,0.754,0,2023-11-14 00:26:54
49560000.0,0.0639,0,2023-11-14 00:26:54
49552000.0,0.03084542,0,2023-11-14 00:26:54
49548000.0,0.096,0,2023-11-14 00:26:54
49537000.0,0.03576009,0,2023-11-14 00:26:54
49534000.0,0.0002016,0,2023-11-14 00:26:54
49533000.0,0.86574937,0,2023-11-14 00:26:54
49618000.0,0.79610759,1,2023-11-14 00:26:54
49619000.0,0.04039099,1,2023-11-14 00:26:54
49629000.0,0.31493142,1,2023-11-14 00:26:54
49630000.0,0.08607018,1,2023-11-14 00:26:54
49631000.0,1.00041155,1,2023-11-14 00:26:54
49632000.0,0.28824856,1,2023-11-14 00:26:54
49633000.0,0.59408168,1,2023-11-14 00:26:54
49634000.0,0.01,1,2023-11-14 00:26:54
49635000.0,0.05209633,1,2023-11-14 00:26:54
49636000.0,0.0006044,1,2023-11-14 00:26:54
49637000.0,0.000101,1,2023-11-14 00:26:54
49638000.0,0.00444612,1,2023-11-14 00:26:54
49640000.0,0.06157806,1,2023-11-14 00:26:54
49641000.0,0.03830067,1,2023-11-14 00:26:54
49642000.0,0.08230589,1,2023-11-14 00:26:54
